,id,title,tags
4219,11896,Throw Momma from the Train,"larri donner is a author and write professor who tutor peopl who want to write books. larry' life ha becom a miseri when hi ex-wif ha publish a book he wrote under her name and ha gotten rich over it. owen lift, one of larry' student offer larri to kill larry' ex-wif and in return owen want larri to kill hi horribl mother. larri think it is a joke, until he learn owen kill hi ex-wif and he ha becom the prime suspect. crime comedi dannydevito"
4220,25538,Yi Yi,each member of a famili in taipei ask hard question about life' mean as they live through everyday quandaries. drama romanc edwardyang
4221,17971,Midnight Madness,a geniu grad student organ an all-night treasur hunt in which five rival team compos of color oddbal furious match wit with one anoth while tri to locat and deciph variou cryptic clue plant ingeni around lo angeles. comedi famili michaelnankin davidwecht
4222,6498,Nightwatch,"in order to financ hi law studies, martin start as a night watchman in a mortuary. when the victim of a serial killer of prostitut are deposit there, scari thing begin to happen. therefor and becaus of a strang bet with hi fellow student jens, the polic begin to think he is the murderer. polic detect wormer want to help him but martin is more and more suspected. horror thriller oleborned"
4223,5923,The Sand Pebbles,"engin jake holman arriv aboard the gunboat u.s.s. san pablo, assign to patrol a tributari of the yangtz in the middl of exploit and revolution-torn 1926 china. hi iconoclasm and cynic natur soon clash with the ""rice-bowl"" system which run the ship and the uneasi symbiosi between chines and foreign on the river. hostil toward the gunboat' presenc reach a climax when the boat must crash through a river-boom and rescu missionari upriv at china light mission. action adventur drama war romanc robertwis"
4224,15497,Twelve O'Clock High,"in thi stori of the earli day of daylight bomb raid over germany, gener frank savag must take command of a ""hard luck"" bomber group. much of the stori deal with hi struggl to whip hi group into a disciplin fight unit in spite of heavi losses, and wither attack by german fighter over their targets. --kc hunt war action drama henryk"
4225,21876,Von Ryan's Express,"von ryan' express star frank sinatra as a pow colonel who lead a dare escap from nazi germani by take over a freight train, but he ha to win over the british soldier he find himself commanding. action drama histori thriller war markrobson"
4226,11090,The Animal,"when loser marvin mang is involv in a horribl car accident, he' brought back to life by a derang scientist as half man and half animal. hi newfound power are awesom -- but their advers side effect could take over hi life. now, marvin must fight to control hi crazi primal urg around hi new squeeze, rianna, and hi rival, sgt. sisk, who both think he' one cool cat. action comedi lukegreenfield"
4227,14034,What's the Worst That Could Happen?,thief kevin cafferi attempt to rob from the home of rich businessman max fairbanks. but fairbank catch him and steal hi cherish ring that hi girlfriend gave him. cafferi is then bent on reveng and get hi ring back with the help of hi partners. action comedi samweisman
4228,21056,Big Eden,"big eden is a tini fiction town in northwestern montana, as preston sturg or frank capra might have envis it. timber and cowboy country. thi is the stori of henri hart, a success new york artist, who return to the town of hi childhood to care for the ail grandfath who rais him. back in big eden, henri must come to term with hi relationship to dean stewart, hi best friend. drama romanc thomasbezucha"
4229,9397,Evolution,"a comedi that follow the chao that ensu when a meteor hit the earth carri alien life form that give new mean to the term ""surviv of the fittest."" david duchovny, orlando jones, seann william scott, and juliann moor are the onli peopl stand between the alien and world domination... which could be bad news for the earth. action comedi sciencefict ivanreitman"
4230,9705,Swordfish,"rogu agent gabriel shear is determin to get hi mitt on $9 billion stash in a secret drug enforc administr account. he want the cash to fight terrorism, but lack the comput skill necessari to hack into the govern mainframe. enter stanley jobson, a n'er-do-wel encrypt expert who can log into anything. action crime thriller dominicsena"
4231,26475,The Anniversary Party,"while celebr their reconcili and six year of marriage, the american actress salli nash (jennif jason leigh) and the british novelist joe therrian (alan cumming) receiv their close friends, some colleagu and their next door neighbor in a party. under the effect of ecstasy, revel are disclos and relationship deterior among the group. comedi drama alancum jenniferjasonleigh"
4232,56934,Bride of the Wind,"a biopic of alma mahler, the wife of compos gustav mahler (a well as walter gropiu and franz werfel), and the mistress of oskar kokoschka. romanc drama music bruceberesford"
4233,29937,Divided We Fall,"in nazi occupi czechoslovakia, a childless coupl agre to hide a jewish friend at great person risk of discoveri and execution. comedi drama famili war janhřebejk"
4234,49922,Whatever Happened to Harold Smith?,"it' 1976, and vinni is a confus teenag who can't decid whether he is a disco king or a proto punk rocker. comedi peterhewitt"
4235,10364,Catch-22,"a bombardi in world war ii tri desper to escap the insan of the war. however, sometim insan is the onli sane way to cope with a crazi situation. catch-22 is a parodi of a ""militari mentality"" and of a bureaucrat societi in general. war comedi drama mikenichol"
4236,32458,Forgotten Silver,"an epic documentari chronicl the extraordinary, unbeliev life of pioneer kiwi filmmak colin mckenzie. or is it? comedi costabot peterjackson"
4237,1089,Point Break,"in the coastal town of lo angeles, a gang of bank robber call themselv the ex-presid commit their crime while wear mask of reagan, carter, nixon and johnson. the f.b.i. believ that the member of the gang could be surfer and send young agent johnni utah undercov at the beach to mix with the surfer and gather information. action thriller crime kathrynbigelow"
4238,38043,Shag,"summer of 1963. carson is get marri to her boyfriend so her friend melaina, pudg and luann take her to myrtl beach for one last irrespons weekend. comedi drama zeldabarron"
4239,9967,Uncommon Valor,a group of vietnam war veteran re-unit to rescu one of their own left behind and taken prison by the vietnamese... action adventur drama thriller tedkotcheff
4240,17494,Unlawful Entry,"after a break-in at their house, a coupl get help from one of the cop that answer their call. he help them instal the secur system, and begin drop by on short notic and unoffici patrol, and spend a lot of time discuss the couple' problem with the wife. the husband begin wonder if they'r get too much help. crime thriller jonathankaplan"
